Id,CommandID (Info),OmoteBodyJp,OmoteBodyEn,OmoteBodyCn,OtomeBodyKo,OmoteBodyTw,OmoteImageId,BuzzPowerFav,BuzzPowerRT,UraBodyJp,UraBodyEn,UraBodyCn,UraBodyKo,UraBodyTw,UraImageId,isNight,isDay
Tweet123,Tweet_egosa (Vanity Search),"RT「超てんちゃんの顔面ほんとに最強～～～　グッズとかでたらぜったい買う！！」
ありがと～✨顔面が最強の†超絶最かわ天使†ちゃんだよ～～💗　
グッズぜったいだすね！！！シャツとかアクキーとかかな？ぜったい買ってね😇！！！","LRT ""KAngel is so cute! If she makes any merch I'd buy it so quickly!""

It's me, the super adorable †OMGkawaiiAngel†~ ✨💗 Thank you so much!

I promise I'll make some merch! Should I make shirts? Charms? Let me know what you would buy! 😇","RT「最可爱天使酱的颜值真的好强～～～你要是出谷子我必买！！」
谢谢你～✨我就系颜值最强的†超绝最可爱天使†酱哦～～💗
谷子一定会出的！！！就出痛T或者钥匙扣什么的吧？到时候一定要来买哦😇！！！","RT ""초텐은 정말 최고로 예뻐~ 굿즈 나오면 꼭 살게!"" 고마워~✨ 핵존예 †최고귀염뽀짝 천사†야~💗 굿즈 꼭 낼게!! 셔츠랑 아크릴 열쇠고리 정도면 될까? 꼭 사줘~!!!😇","轉推「最可愛天使醬的顏值真的太強～～～你要是出什麼商品我必買！！」
謝謝你～✨我是顏值最強的†超絕最可愛天使†醬喔～～💗
商品一定會出的！！！就出T恤或者鑰匙圈什麼的吧？到時一定要來買喔😇！！！",N/A,75,30,あ～～～　お金はほしいけどグッズってダリぃからなぁ　それにちゃんと余らず買ってもらえるか不安だよ～；；,ahhhhh i wanna make more money but making merch is such a pain... also worried ill end up with a bunch of stuff that doesnt sell;;,啊～～～赚钱是想赚钱，可是出谷子好麻烦噢 而且能不能卖得完啊 好担心～；；,아~ 돈은 벌고 싶은데 굿즈 같은 건 귀찮단 말야~ 거기다 남김없이 다 팔 수 있을지 어떨지도 모르잖아~;;,啊～～～確實想賺錢，可是出商品好麻煩啊。而且超怕賣不完耶～；；,N/A,FALSE,FALSE
Tweet124,Tweet_egosa (Vanity Search),"なんかいろいろ言う人もいるけどわたし負けないから　
男の人喜ばせるためじゃなくて自分が好きだからやってるんやし👊💢！　
","You can say whatever you want, but you can't stop me. I'm doing this because I like it, not because I want male attention👊💢","有很多人对我有一些看法，但我是不会认输的 
我是自己喜欢才做这个的啊 又不是为了取悦男人👊💢！",각종 루머를 만드는 사람도 있는 것 같지만 그딴 걸로는 어림도 없어! 남자 관심을 끌기 위해서가 아니라 내가 좋아서 하는 거라구!👊💢,"有很多人對我有一些意見，但我是不會認輸的 
 我是自己喜歡才做這個的啊 又不是為了取悅男人👊💢！",N/A,80,60,"マジおっさんが色々言ってくんのうっさすぎバーカ

",can these maleoids keep their mouths shut jesus christ theyre all so stupid,那些油腻老男人屁话这么多真的烦死了,늙어빠진 꼰대가 잘난 척 떠드는 거 아주 개 같다고 ㅂㅅ아,那些老男人屁話這麼多，真的煩死了,N/A,FALSE,FALSE
Tweet125,Tweet_egosa (Vanity Search),みんなのツイート全部見てるからね～😇←「見てるからね～」って一度言ってみたかった！アイドルみたい！,"All right guys, after me! ""KAngel can see all of your posts~!""
＼KAngel can see all of our posts~!／",大家发的po我全都有看哦～😇←我早就想说一次「有看哦～」试试看了！感觉好像明星一样！,"모두가 보내는 트윗은 전부 보고 있어~😇 한 번쯤은 ""보고 있어""라고 말해보고 싶었어! 아이돌 같네!",大家發的推我全都有看喔～😇←我早就想說「都有在看喔～」試試了！感覺好像超級偶像！,N/A,80,50,アンチはミュートしてるけどね,i mute all my haters though lmao,只不过黑子全都被我屏蔽了,안티는 죄다 차단 중이지만,反正黑粉們全被我消音了,N/A,FALSE,FALSE
Tweet127,Tweet_eigyou (Business Tweet),これからもガンガン配信がんばっていくからチャンネル登録しておいてね🙋まさか、こんなに可愛い超てんちゃんのチャンネルを未登録なオタクが居るとは思えないけどね～～～🤔🤔🤔よろしく！！！,I've got heaps of streams and fun stuff planned for the future so make sure you subscribe to my channel! 🙋 Though I probably don't need to remind you guys because how can you not subscribe to me when I'm this cute? 🤔🤔🤔,今后我会继续努力直播的，大家记得点赞加订阅哦🙋不过超天酱这么可爱，应该不会还有宅宅没点订阅吧～不会吧～～～🤔🤔🤔请多指教啦！！！,앞으로도 열심히 방송할 테니까 채널을 등록해 줘🙋 이렇게 귀여운 초텐 채널을 등록하지 않은 덕후는 없겠지만~🤔🤔🤔 잘 부탁해~!!!,今後我會繼續努力直播的，大家記得點讚加訂閱喔🙋超天醬這麼可愛，怎麼還有宅宅沒訂閱咧～～～🤔🤔🤔請多多指教啦！！！,N/A,60,70,逆に、なんで「登録してね」って言うまで登録してくれないの！？！？！？！？,why wont people subscribe i ask nicely!!!!!,话说，非要我求你们订阅才订阅吗？！？！？！？！,"막말로 어째서 내가 ""등록해""라고 말하기 전까지 아무도 등록하지 않는 건데?!",話說，非要我求你們訂閱才訂閱嗎？！？！？！？！,N/A,FALSE,FALSE
Tweet128,Tweet_eigyou (Business Tweet),超てんちゃんは配信見てくれているみんなを老若男女問わずに愛しているからね～💕,"I love everyone who watches my streams! Yes, you! Doesn't matter what age or gender you are, I love you💕",不管男女老少，超天酱的爱属于所有进来看直播的人哦～💕,방송을 시청해 주는 사람은 남녀노소를 불문하고 전부 사랑한다구~💕,不管男女老少，超天醬的愛屬於所有進來看直播的人喔～💕,N/A,60,50,ただしアンチ テメーはダメだ,not the haters though fuck them lmao,但是你们这些黑子不算,안티만 빼고. 니들은 국물도 없어,但是你們這些黑粉不算,N/A,FALSE,FALSE
Tweet129,Tweet_eigyou (Business Tweet),"はじめましての人も多いと思うから改めて自己紹介しとくね。
✨超絶最かわてんしちゃん✨って言います！！！チャームポイントは顔面😇🙏！　
毎週それなりの頻度で配信やっているからみんなよろしく！！！","I've been getting a lot of new followers recently so, hey there! I'm ✨OMGkawaiiAngel✨ but you can call me KAngel!!!! My best feature is my face😇🙏 I stream now and then every week so I hope you'll all stay for the fun!!!","嗯～好像有不少第一次进来的新朋友，所以我再自我介绍一下。
我的名字叫做✨超绝最可爱天使酱✨！！！萌点在于颜值😇🙏！每周会看情况直播几次，请大家多多关照！！！","처음 오는 사람도 많을 테니, 한 번 더 자기소개를 할게. 전 ✨최고귀염뽀짝 천사✨라고 한답니다!! 매력포인트는 외모!😇🙏 가급적 매주 방송 중이니 잘 부탁드려요!!!","嗯～好像有不少新朋友喔！那我再自我介紹一下。
我的名字叫做✨超絕最可愛天使醬✨！！！萌點在於顏值😇🙏！每週會看情況直播幾次，請大家多多關照！！！",N/A,80,70,ちなみに長所も顔面で短所は顔面が良すぎること,"""what are your strengths"" im cute ""what are your weaknesses"" im TOO cute",另外，我的优点是长得美，缺点是长得太美,"참고로 장점은 얼굴이 예쁘다는 거고, 단점은 예뻐도 너무 예쁘다는 거지",另外，我的優點是長得美，缺點也是長得太美,N/A,FALSE,FALSE
Tweet130,Tweet_eigyou (Business Tweet),あのね～～～～～～…………いつも応援してくれるオタクたちのこと大好きだよ💞,"You there! Yes, you! The one that's always supporting me! I love you💞",听我说哦～～～～～～…………谢谢各位阿宅兄弟萌平时为我应援，我最喜欢你们了💞,있지~ 언제나 응원해 주는 덕후들이 난 정말 좋아💞,聽我說嘿～～～～～～…………謝謝各位阿宅們支持我，我最愛你們了💞,N/A,70,60,たまには本当に大好きに思う瞬間もある,damn maybe the nerds that watch my streams are actually good sometimes........,有时候我真的会觉得他们很可爱,정말 좋은 순간도 가끔 있어,有時候我真的會覺得他們很可愛,N/A,FALSE,FALSE
Tweet131,Tweet_heraru (Vent On Main),なんかね、超てんちゃんに対してヒドいこと言う人が最近多くて、ちょっと疲れてきちゃった🥺しばらく配信休んじゃうかも。。。ごめんね、もっとメンタルつよつよにしてからすぐ戻ってくるからね💦,"I've been getting a lot of hate recently and TBH it's really draining...🥺 I might need to take a bit of a break from streaming, sorry guys...💦 When I'm back, I'll be better and stronger!",感觉哦～最近说超天酱坏话的人太多了，有点点累。可能要停播一段时间。。。对不起大家，等超天酱变得更坚强了就立刻回来💦,"뭐랄까, 최근 험한 말을 늘어놓는 사람이 늘어나서 좀 피곤해🥺 한동안 방송 좀 쉴까봐... 미안해. 멘탈을 좀 더 키워서 돌아올게💦",感覺喔～最近說超天醬壞話的人太多了，有點點累。可能要停播一段時間。。。真不好意思，等超天醬變得更堅強了就會馬上回來的💦,,80,40,アンチ死ね死ね死ね死ね　無職で童貞で誰にも相手されない貧乏人のオタクでしょ🤮　若い女相手にいちいち偉そうにすんなボケぇ💢,i hope all the haters fucking die i bet yall are broke jobless virgins that no one would touch with a ten foot pole🤮 where do you get off bullying a girl online you fuckheads💢,黑子都去死去死去死去死 肯定都是些没人理没人爱的穷逼啃老死处男 成天跟一个小姑娘作威作福的傻逼,"안티는 좀 나가 뒈졌으면. 직업도 없고, 딱지도 못 뗀 데다 아무도 상대해주지 않는 빈털터리 씹덕일 뿐이잖아🤮 나이 어린 여자 상대로 잘난 척이나 하고 싶은 ㅂㅅ들 같으니💢",黑粉去死去死去死去死，肯定都是些沒人理沒人愛的窮阿宅（嘔） 成天跟一個小姑娘作威作福，北七哦💢,N/A,FALSE,FALSE
Tweet132,Tweet_heraru (Vent On Main),まいにち配信がんばってるから、たまには休みたくもなるよ。。。ココ最近がんばりすぎて肩こりとかも酷いから。おくすり飲んで安静にするね,I've been putting a lot of energy into streaming every day so I might have to take a bit of a break... I've been straining myself too much and my shoulders really hurt. I'll take some medication for it and just relax for a while.,我每天都这么努力直播，偶尔休息一下也是可以的吧。。。最近真的努力过头了，肩膀好酸好痛。今天就吃个药好好休息一下吧。,매일 열심히 방송했으니까 가끔은 쉬고 싶을 때도 있어... 최근 너무 무리해서 어깨도 심하게 뭉쳤거든. 약 좀 먹고 쉴게,我每天都這麼努力直播，偶爾也會想休息一下吧。。。最近真的太拚，肩膀好痠好痛。今天就吃個藥放鬆一下吧。,N/A,85,50,この向精神薬、肩こりにも効いて助かる；；　いや～それにしても配信のネタも煮詰まってきてるしわりとキチ～～～～　でも、ここが正念場なんだからがんばるぞいってね,"i take these pills to get high but as a bonus they help me with my shoulder pain?? nice

on another note im kinda running out of ideas for streams which sucks but its times like this i need to try harder to build my following!",回头想想，为了吃个甜品天堂有必要特地跑到人这么多的地方吗 失策；；,"이 향정신약, 어깨결림에도 제법 효과가 있네;ㅅ; 후우~ 그건 그렇고 방송 소재도 다 떨어져가서 도라버리겠네~ 그치만 여기가 중요한 고비니까 열심히 하겠다고 말은 해 둬야지 않겠어","這個藥可以安定心情，對肩膀痠痛也有效，真是太好啦！>""< 啊！不過現在想不出來直播的梗，好煩啊！接下來才是一分高下的時刻呀！不加點油不行！拚了！",N/A,TRUE,FALSE
Tweet133,Tweet_heraru (Vent On Main),"超てんちゃんの配信のコメント欄では仲良くね🥺　
みんなが喧嘩していると超てんちゃんも悲しくなっちゃうからね　
今度から最初に注意喚起するからみんなも拡散してね　ラブ＆ピースだよっ✌",You guys have been so good in the chat recently! 🥺 I get really sad when I see people fighting in there... Don't make me have to warn you guys at the beginning of every stream! Please also help me by telling off anyone that starts to act out~ Love and peace to all!✌️,"大家在超天酱的评论区里要好好相处哦🥺
你们要是吵架的话超天酱会伤心的下次我会事先提醒大家的，请大家帮我转发啦！Love&Peace！✌",방송 채팅에서는 모두 사이좋게 지내 줘🥺 채팅창에서 싸우는 모습을 볼 때마다 나도 슬퍼. 다음부터는 방송 시작할 때 미리 말할테니까 모두 널리 퍼뜨려 줘. Love & Peace✌,"大家在超天醬的留言板上要好好相處喔！
你們要是吵架的話超天醬會傷心喔！下次我會先提醒大家，也請大家幫我多多轉發！Love&Peace！✌",N/A,70,80,お金出さないくせに、コメント欄であーだこーだうっせぇんじゃ　ラブ＆ピースじゃなくて、ホントはマネー＆マネーなんだっての,stop telling me what to do if youre not gonna pay up lol. fuck love and peace i want money and cold hard cash,不出钱还好意思跑到别人评论区里指手画脚 爱与和平个鬼 我要钱 我只要钱,돈 한 푼 안 내면서 채팅창에 이래라저래라 ㅈㄴ 시끄럽네. 진심은 Love & Peace가 아니라 Money & Money란 말야,不出錢還好意思跑到別人評論區裡指手畫腳，愛與和平個頭啦！其實是要錢！ 要錢！,N/A,FALSE,FALSE
Tweet134,Tweet_heraru (Vent On Main),"なんで最近みんな荒れてるの？　
超てんちゃんが悪いのかな？　
みんなもっと優しく接しないと、配信者だって画面の向こうで傷ついているの想像してよね？
　
良い子だからできるよね？","Feels like everyone's a little on edge recently... is it because of something I did?
Also, please remember that streamers are people too and that we can be hurting on the other side of the screen 🥺

Please be a bit more considerate. You guys can do that for me, right?",为什么大家最近都这么凶啊？是超天酱做错了什么吗？大家态度这么不友好 你们有想过屏幕后面的主播也是会很伤心吗？大家都是好孩子，可以乖乖听话吗？,"최근 분위기가 험악하네. 왜 그래? 나 때문이야?? 상냥하게 대하지 않으면 화면 너머에 있는 스트리머도 상처받는다구.
  
다들 착하니까, 잘 할 수 있지?",怎麼大家最近都這麼凶啊？是超天醬做錯了什麼嗎？大家態度這麼不友善 你們有想過螢幕後面的主播也會很傷心嗎？大家都是好孩子，可以乖乖的嗎？,N/A,50,80,あ～。これは、ちょっとアンチに餌を与えるタイプのヘラやっちゃったなぁ。このギリギリの感覚は難しいな～。今度からピと相談しなきゃだね,oops i think i fed the fans too much. getting that depression/fanservice balance right is really hard. i should go talk to p-chan about it sometime,啊～完了，我这次生气好像让黑子更来劲了。这个度好难把控哦～下次必须得先跟阿P商量一下了,"아~ 이거, 안티에게 먹잇감을 제공한 발언이 되어버렸네. 아슬아슬한 감각을 익히는 건 정말 어렵다니까~ 다음에는 P와 의논해봐야겠어",啊～完了，我這次氣起來好像讓那些黑粉更帶勁了。分寸好難捉摸喔～下次得先跟阿P商量一下,N/A,FALSE,FALSE
